Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
31.0, Private,9.0, Never-married, Sales, Unmarried, Black, Female,0.0,0.0,24.0, United-States
23.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States
17.0, Private,8.0, Never-married, Other-service, Own-child, White, Female,0.0,1721.0,25.0, United-States
63.0, Private,1.0, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0.0,0.0,30.0, Mexico
44.0, Private,15.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States
30.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States
23.0, Private,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,20.0, United-States
44.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1887.0,60.0, United-States
24.0, Private,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States
34.0, Private,10.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,20.0, United-States
37.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,65.0, United-States
24.0, Private,7.0, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States
32.0, Private,9.0, Divorced, Machine-op-inspct, Own-child, Black, Female,0.0,0.0,40.0, United-States
42.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,25.0, Jamaica
20.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,10.0, United-States
34.0, State-gov,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386.0,0.0,40.0, United-States
37.0, Private,10.0, Never-married, Transport-moving, Unmarried, White, Female,0.0,0.0,20.0, Puerto-Rico
47.0, Federal-gov,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
25.0, Private,5.0, Never-married, Farming-fishing, Other-relative, White, Male,0.0,0.0,45.0, Mexico
36.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1977.0,65.0, United-States
60.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States
64.0, Self-emp-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2635.0,0.0,10.0, United-States
32.0, Local-gov,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States
33.0, State-gov,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States
71.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,14.0, United-States
55.0, Local-gov,10.0, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States
85.0, Self-emp-not-inc,9.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States
57.0, Self-emp-not-inc,4.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, ?
39.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,2415.0,67.0, India
25.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,55.0, United-States
58.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
57.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
30.0, Private,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,36.0, United-States
19.0, Private,7.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,20.0, United-States
40.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
28.0, Private,9.0, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States
43.0, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
40.0, ?,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,35.0, United-States
19.0, Private,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States
24.0, Private,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,38.0, United-States
34.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,65.0, United-States
22.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States
64.0, Self-emp-not-inc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,55.0, United-States
55.0, ?,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, ?
26.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
80.0, Private,9.0, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0.0,0.0,16.0, United-States
79.0, Local-gov,16.0, Widowed, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States
58.0, Self-emp-not-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
43.0, Private,13.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,1876.0,40.0, United-States
43.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
46.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,25.0, United-States
35.0, Private,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States
51.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013.0,0.0,40.0, United-States
52.0, Local-gov,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,4787.0,0.0,60.0, United-States
43.0, Self-emp-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States
68.0, Private,10.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States
34.0, State-gov,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,45.0, United-States
37.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Cambodia
22.0, Private,9.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,40.0, United-States
32.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55.0, United-States
65.0, Self-emp-not-inc,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
28.0, Private,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,60.0, United-States
37.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, ?
40.0, Self-emp-inc,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States
40.0, Private,7.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,40.0, United-States
52.0, Private,9.0, Separated, Other-service, Other-relative, White, Female,0.0,0.0,20.0, United-States
35.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States
62.0, Self-emp-not-inc,3.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,30.0, United-States
49.0, Private,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States
49.0, Private,9.0, Divorced, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,55.0, United-States
47.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States
45.0, Private,9.0, Separated, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States
37.0, Private,2.0, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0.0,0.0,77.0, Mexico
36.0, Local-gov,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,53.0, United-States
36.0, Private,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,70.0, Mexico
44.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,50.0, United-States
51.0, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,60.0, United-States
25.0, State-gov,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States
28.0, Self-emp-not-inc,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,55.0, United-States
57.0, Private,9.0, Widowed, Sales, Unmarried, White, Female,0.0,0.0,32.0, United-States
46.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States
59.0, Private,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States
28.0, Private,7.0, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States
25.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Male,2597.0,0.0,40.0, United-States
35.0, Private,9.0, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States
27.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States
29.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States
43.0, Federal-gov,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States
38.0, Federal-gov,9.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States
26.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States
55.0, ?,14.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,50.0, United-States
36.0, Private,9.0, Separated, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States
37.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
23.0, ?,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
34.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,30.0, ?
41.0, Private,7.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,55.0, United-States
44.0, Private,11.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, Dominican-Republic
48.0, Self-emp-not-inc,11.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States
35.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,7298.0,0.0,35.0, United-States
43.0, Local-gov,13.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,42.0, United-States
57.0, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
44.0, Local-gov,9.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States
28.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States
55.0, Private,6.0, Widowed, Craft-repair, Unmarried, Black, Female,0.0,0.0,40.0, United-States
52.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,2051.0,38.0, United-States
30.0, Private,9.0, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States
31.0, Private,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, Thailand
21.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,70.0, United-States
50.0, Self-emp-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States
43.0, Self-emp-not-inc,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,70.0, United-States
33.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0.0,0.0,50.0, United-States
23.0, Federal-gov,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,25.0, United-States
35.0, Private,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,65.0, Yugoslavia
18.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,15.0, United-States
21.0, ?,10.0, Never-married, ?, Unmarried, Other, Female,0.0,0.0,40.0, United-States
33.0, Local-gov,13.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,70.0, United-States
30.0, Federal-gov,13.0, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,45.0, United-States
21.0, Private,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,15.0, United-States
36.0, Local-gov,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, Germany
38.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
33.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,60.0, Canada
24.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States
24.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States
39.0, Private,10.0, Divorced, Protective-serv, Unmarried, Black, Female,0.0,0.0,30.0, United-States
43.0, Private,9.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,2829.0,0.0,60.0, China
43.0, Self-emp-not-inc,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,21.0, United-States
62.0, ?,14.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,2.0, United-States
30.0, State-gov,13.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States
25.0, Private,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States
45.0, Private,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,35.0, United-States
22.0, Private,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,20.0, United-States
73.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2246.0,40.0, United-States
26.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
24.0, Private,9.0, Never-married, Machine-op-inspct, Other-relative, Black, Male,0.0,0.0,45.0, United-States
18.0, Private,8.0, Never-married, Craft-repair, Own-child, White, Male,594.0,0.0,20.0, United-States
35.0, Private,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298.0,0.0,35.0, United-States
22.0, Private,10.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,43.0, United-States
28.0, Private,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Mexico
38.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States
68.0, ?,16.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,70.0, United-States
40.0, Local-gov,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States
32.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,84.0, United-States
42.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,1902.0,50.0, United-States
31.0, State-gov,9.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,35.0, United-States
33.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, Italy
54.0, Self-emp-not-inc,13.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,65.0, United-States
63.0, Private,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,25.0, United-States
67.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States
47.0, Private,9.0, Divorced, Other-service, Not-in-family, Black, Female,0.0,0.0,14.0, United-States
67.0, Self-emp-inc,13.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States
33.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0.0,0.0,19.0, United-States
33.0, Local-gov,9.0, Separated, Other-service, Own-child, White, Female,0.0,0.0,80.0, United-States
25.0, Local-gov,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
25.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
35.0, Private,10.0, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States
54.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States
35.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,80.0, United-States
18.0, Private,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States
54.0, ?,9.0, Divorced, ?, Not-in-family, White, Female,4416.0,0.0,25.0, United-States
30.0, Private,7.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, Mexico
29.0, Private,6.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,48.0, United-States
41.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688.0,0.0,10.0, United-States
40.0, Private,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States
46.0, Private,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,5178.0,0.0,40.0, United-States
39.0, Private,12.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,45.0, United-States
42.0, Private,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States
49.0, Self-emp-not-inc,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States
23.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States
34.0, Private,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States
42.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,2042.0,48.0, United-States
31.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States
72.0, ?,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,2.0, United-States
31.0, Private,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,30.0, United-States
90.0, Private,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States
27.0, Self-emp-not-inc,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States
18.0, ?,9.0, Never-married, ?, Other-relative, White, Male,0.0,0.0,40.0, United-States
30.0, Self-emp-not-inc,9.0, Never-married, Craft-repair, Not-in-family, White, Male,99999.0,0.0,50.0, United-States
27.0, Local-gov,9.0, Never-married, Prof-specialty, Own-child, Black, Female,0.0,0.0,40.0, United-States
27.0, Self-emp-not-inc,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
28.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States
40.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,45.0, United-States
43.0, Local-gov,14.0, Separated, Prof-specialty, Unmarried, Black, Female,0.0,0.0,37.0, United-States
26.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States
48.0, Self-emp-not-inc,11.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,15.0, United-States
41.0, Private,12.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States
32.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Germany
23.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States
35.0, Private,7.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,65.0, United-States
42.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
27.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,4101.0,0.0,40.0, United-States
34.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States
25.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States
46.0, Local-gov,13.0, Never-married, Prof-specialty, Own-child, White, Male,4787.0,0.0,45.0, United-States
34.0, Private,10.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines
39.0, Private,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
33.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, ?
25.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States
45.0, Private,11.0, Divorced, Exec-managerial, Not-in-family, White, Male,2174.0,0.0,50.0, United-States
46.0, Private,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States
23.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,4650.0,0.0,50.0, Ireland
37.0, Private,10.0, Never-married, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,40.0, United-States
39.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, ?
38.0, Self-emp-not-inc,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States
35.0, Self-emp-not-inc,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States
49.0, Self-emp-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States
37.0, Private,12.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,13.0, United-States
45.0, Private,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States
71.0, Private,8.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States
44.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States
19.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,22.0, United-States
38.0, Private,11.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States
42.0, Local-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
29.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States
48.0, Private,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
56.0, Self-emp-inc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,54.0, United-States
32.0, Federal-gov,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States
19.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States
57.0, Self-emp-not-inc,10.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States
55.0, Private,6.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, United-States
48.0, ?,7.0, Separated, ?, Unmarried, White, Male,0.0,0.0,40.0, United-States
46.0, Self-emp-inc,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, ?
36.0, Private,5.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, ?
66.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States
26.0, Private,9.0, Never-married, Adm-clerical, Own-child, Black, Male,0.0,0.0,40.0, United-States
58.0, Self-emp-inc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States
62.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States
31.0, Private,13.0, Never-married, Prof-specialty, Unmarried, Other, Male,0.0,0.0,40.0, United-States
77.0, ?,11.0, Married-spouse-absent, ?, Not-in-family, White, Female,0.0,0.0,25.0, United-States
25.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
38.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,56.0, United-States
33.0, Private,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States
51.0, Federal-gov,10.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States
20.0, Private,11.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States
40.0, Federal-gov,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
20.0, Private,6.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States
41.0, Local-gov,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,25.0, United-States
44.0, Private,8.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States
35.0, Private,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States
35.0, Self-emp-not-inc,9.0, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0.0,0.0,60.0, United-States
46.0, Federal-gov,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States
24.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,17.0, United-States
18.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States
37.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
58.0, Private,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,8.0, United-States
55.0, Private,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
68.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,30.0, United-States
41.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
50.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States
48.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
42.0, ?,10.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,45.0, United-States
45.0, Private,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States
43.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
37.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States
43.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States
36.0, Private,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States
60.0, Private,9.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,30.0, Philippines
27.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States
36.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States
